,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
56,2005-03-01 10:36:03,1109653563.0,aapl,0.0,44.86,115.15587529976017,1210.41,13.152039786112258,102.00383551364791,outperform
57,2005-12-17 11:55:53,1134800753.0,aapl,0.0,71.11,241.05515587529976,1272.74,18.97879819018061,222.07635768511915,outperform
58,2006-01-25 09:43:52,1138162432.0,aapl,0.0,76.04,264.70023980815347,1264.68,18.22532999289534,246.47490981525812,outperform
59,2006-02-03 13:49:59,1138954799.0,aapl,0.0,72.1,245.80335731414863,1264.03,18.164566428598132,227.6387908855505,outperform
60,2006-02-07 09:17:30,1139284050.0,aapl,0.0,67.3,222.78177458033568,1254.78,17.29985416744568,205.48192041289,outperform
61,2006-02-17 15:01:01,1140168661.0,aapl,0.0,70.21,236.73860911270975,1287.24,20.334293086041207,216.40431602666854,outperform
62,2013-08-11 02:30:32,1376168432.0,aapl,13.75,454.45,2079.6163069544364,1697.48,58.68451557416894,2020.9317913802674,outperform
63,2013-06-19 09:57:38,1371616058.0,abbv,512.61,43.54,0.0,1628.93,0.0,0.0,underperfrom
64,2003-10-26 16:06:32,1067164592.0,abc,0.592,57.01,0.0,1033.77,0.0,0.0,underperfrom
65,2004-01-28 07:37:34,1075255654.0,abc,0.429,56.36,-1.14015085072794,1128.48,9.16161235090978,-10.30176320163772,underperfrom
66,2004-05-16 19:24:15,1084715655.0,abc,0.412,58.97,3.4379933345027203,1096.44,6.062276908790164,-2.6242835742874435,underperfrom
67,2004-10-20 01:31:26,1098216086.0,abc,0.331,52.1,-8.612524118575683,1103.66,6.760691449742215,-15.373215568317898,underperfrom
68,2005-01-08 07:45:42,1105150542.0,abc,0.332,57.9,1.5611296263813377,1183.74,14.507095388722831,-12.945965762341494,underperfrom
69,2005-03-30 19:52:42,1112192562.0,abc,0.291,55.44,-2.753902824065954,1181.41,14.281706762626126,-17.03560958669208,underperfrom
70,2005-05-26 01:50:44,1117052444.0,abc,0.23,65.93,15.646377828451167,1197.62,15.84975381371097,-0.20337598525980383,underperfrom
71,2005-12-04 08:46:13,1133666173.0,abc,0.223,79.46,39.379056305911234,1264.67,22.3357226462366,17.043333659674634,outperform
72,2007-02-20 06:12:02,1171932122.0,abc,0.308,54.9,-3.701105069286089,1459.68,41.19968658405642,-44.90079165334251,underperfrom
73,2007-04-05 16:11:07,1175769667.0,abc,0.308,53.94,-5.385020171899668,1443.76,39.65969219458874,-45.04471236648841,underperfrom
74,2008-01-23 20:34:05,1201100645.0,abc,0.396,45.55,-20.101736537449572,1338.6,29.48721669230099,-49.58895322975056,underperfrom
75,2011-07-08 00:04:15,1310063655.0,abc,42.86,43.05,-24.486932117172426,1343.8,29.990229935091943,-54.47716205226437,underperfrom
76,2012-02-28 18:01:38,1330432298.0,abc,66.41,37.75,-33.783546746184875,1372.18,32.73552144093948,-66.51906818712436,underperfrom
77,2013-04-25 01:02:00,1366831920.0,abc,59.73,55.82,-2.0873530959480755,1585.16,53.33778306586573,-55.4251361618138,underperfrom
78,2004-09-20 13:31:02,1095667262.0,abt,0.543,42.92,0.0,1122.2,0.0,0.0,underperfrom
79,2004-10-23 22:48:08,1098551888.0,abt,0.543,40.86,-4.7996272134203215,1103.66,-1.652111923008373,-3.1475152904119486,underperfrom
80,2005-01-25 12:44:11,1106637251.0,abt,0.508,45.93,7.013047530288905,1168.41,4.117804312956695,2.89524321733221,outperform
81,2005-02-28 19:21:54,1109598714.0,abt,0.508,45.61,6.267474370922642,1203.6,7.253608982356073,-0.9861346114334308,underperfrom
82,2006-06-17 18:01:01,1150547461.0,abt,0.436,42.78,-0.3261882572227413,1230.04,9.609695241489922,-9.935883498712663,underperfrom
83,2006-07-18 12:32:14,1153206134.0,abt,0.436,44.48,3.63466915191052,1236.86,10.21743004811975,-6.58276089620923,underperfrom
84,2007-01-13 21:19:42,1168703382.0,abt,0.604,50.45,17.544268406337373,1414.85,26.07823917305292,-8.533970766715548,underperfrom
85,2007-03-23 02:47:40,1174598260.0,abt,0.883,54.5,26.980428704566627,1436.11,27.97273213330956,-0.9923034287429324,underperfrom
86,2007-04-10 20:13:09,1176216189.0,abt,0.883,57.11,33.06150978564771,1448.39,29.067011227945112,3.9944985577025953,outperform
87,2007-06-03 02:36:35,1180818395.0,abt,0.871,56.3,31.174277726001854,1530.62,36.39458207093208,-5.220304344930227,underperfrom
88,2008-01-23 23:41:45,1201111905.0,abt,0.784,57.97,35.06523765144454,1338.6,19.28355016931027,15.78168748213427,outperform
89,2008-04-28 03:46:55,1209334615.0,abt,0.687,51.28,19.478098788443614,1396.37,24.431473890572075,-4.9533751021284615,underperfrom
90,2008-10-23 21:57:42,1224779262.0,abt,0.732,55.02,28.191985088536814,908.11,-19.077704509000178,47.269689597536996,outperform
91,2008-12-25 05:30:56,1230163256.0,abt,0.546,52.65,22.67008387698042,871.63,-22.32846194974158,44.998545826722,outperform
92,2011-08-05 04:11:33,1312497693.0,abt,76.17,48.77,13.630009319664497,1199.38,6.87756193191945,6.752447387745047,outperform
93,2011-09-02 09:24:27,1314935667.0,abt,68.83,51.94,21.015843429636526,1173.97,4.613259668508285,16.40258376112824,outperform
94,2011-11-02 06:21:21,1320195081.0,abt,68.83,52.76,22.92637465051257,1237.9,10.310105150597044,12.616269499915527,outperform
95,2012-01-01 23:13:40,1325439820.0,abt,67.73,56.23,31.011183597390477,1263.02,12.548565318125105,18.46261827926537,outperform
96,2012-03-02 20:56:30,1330701990.0,abt,62.85,57.39,33.71388630009319,1369.63,22.048654428800578,11.665231871292615,outperform
97,2012-03-30 05:44:15,1333066455.0,abt,62.85,60.98,42.07828518173344,1408.47,25.509713063625018,16.568572118108424,outperform
98,2013-05-08 18:10:02,1368016802.0,abt,76.36,36.06,-15.983224603914255,1632.69,45.49010871502406,-61.473333318938316,underperfrom
99,2013-08-18 07:12:45,1376790165.0,abt,35.38,34.97,-18.522833178005598,1661.32,48.04134735341293,-66.56418053141853,underperfrom
100,2004-08-16 22:53:27,1092677007.0,ace,0.26,39.1,0.0,1079.34,0.0,0.0,underperfrom
101,2004-10-10 11:27:42,1097387862.0,ace,0.26,41.04,4.961636828644496,1130.65,4.753831044897824,0.20780578374667158,outperform
102,2005-01-13 13:27:29,1105603049.0,ace,0.21,42.76,9.360613810741679,1177.45,9.089814145681633,0.2707996650600464,outperform
103,2007-02-20 18:32:05,1171976525.0,ace,0.171,58.6,49.87212276214834,1459.68,35.23820112290846,14.63392163923988,outperform
104,2007-04-05 15:54:06,1175768646.0,ace,0.171,57.24,46.39386189258312,1443.76,33.76322567494952,12.630636217633601,outperform
105,2008-01-23 21:48:58,1201105138.0,ace,0.154,59.98,53.40153452685421,1338.6,24.02023458780366,29.381299939050553,outperform
106,2010-12-07 07:29:30,1291687170.0,ace,23.09,59.06,51.04859335038363,1223.75,13.379472640687837,37.6691207096958,outperform
107,2011-08-11 20:49:00,1313075940.0,ace,27.7,63.42,62.19948849104859,1172.64,8.644171438101079,53.555317052947515,outperform
108,2013-04-23 04:24:03,1366671243.0,ace,24.94,89.27,128.31202046035804,1578.78,46.272722219133925,82.03929824122412,outperform
109,2013-05-16 15:08:57,1368697137.0,ace,27.94,92.58,136.77749360613808,1650.47,52.91474419552691,83.86274941061117,outperform
110,2003-12-15 23:12:24,1071510144.0,aci,1.074,30.78,0.0,1068.04,0.0,0.0,underperfrom
111,2005-01-24 04:33:07,1106521387.0,aci,1.18,34.52,12.150747238466543,1163.75,8.96127485861953,3.189472379847013,outperform
112,2005-02-05 03:36:51,1107554811.0,aci,1.18,38.4,24.75633528265106,1193.19,11.71772592786788,13.038609354783182,outperform
113,2005-03-30 06:50:28,1112145628.0,aci,0.936,41.15,33.69070825211175,1181.41,10.614770982360222,23.075937269751527,outperform
114,2006-05-24 04:17:01,1148424421.0,aci,0.854,46.39,50.71474983755685,1258.57,17.839219504887456,32.8755303326694,outperform
115,2007-03-11 21:41:07,1173629467.0,aci,0.86,30.08,-2.274204028590003,1401.89,31.258192577057052,-33.53239660564706,underperfrom
116,2007-04-07 18:52:27,1175952147.0,aci,0.86,33.93,10.233918128654967,1439.37,34.76742444103216,-24.533506312377195,underperfrom
117,2008-03-02 17:50:27,1204460427.0,aci,0.851,51.09,65.98440545808968,1367.68,28.055129021384978,37.929276436704704,outperform
118,2008-06-05 02:23:56,1212612836.0,aci,0.899,67.52,119.3632228719948,1404.05,31.4604321935508,87.90279067844399,outperform
119,2008-10-08 20:51:28,1223479288.0,aci,0.772,25.11,-18.421052631578952,984.94,-7.78060746788509,-10.640445163693862,underperfrom
120,2008-12-05 05:35:57,1228435557.0,aci,0.767,11.93,-61.241065627030544,876.07,-17.974045915883295,-43.26701971114725,underperfrom
121,2011-08-18 01:16:41,1313610401.0,aci,118.77,19.7,-35.997400909681616,1140.65,6.798434515561228,-42.79583542524284,underperfrom
122,2012-07-26 21:31:10,1343318470.0,aci,113.56,5.26,-82.9109811565952,1360.02,27.33792741844875,-110.24890857504394,underperfrom
123,2012-11-04 10:32:06,1352005326.0,aci,144.73,8.26,-73.16439246263809,1427.59,33.66446949552451,-106.8288619581626,underperfrom
124,2013-04-23 05:25:15,1366674915.0,aci,179.32,4.89,-84.1130604288499,1578.78,47.82030635556721,-131.9333667844171,underperfrom
125,2013-04-25 06:05:53,1366850153.0,aci,179.32,4.76,-84.53541260558805,1585.16,48.41766225984047,-132.9530748654285,underperfrom
126,2003-11-08 10:24:47,1068267287.0,acn,0.076,25.05,0.0,1051.81,0.0,0.0,underperfrom
127,2004-12-10 06:26:24,1102640184.0,acn,0.023,26.2,4.590818363273447,1188.0,12.948156035785937,-8.35733767251249,underperfrom
128,2005-02-10 03:10:56,1107985256.0,acn,0.023,25.51,1.8363273453093847,1197.01,13.804774626596064,-11.968447281286679,underperfrom
129,2005-04-04 05:07:40,1112571460.0,acn,0.023,24.44,-2.43512974051896,1176.12,11.818674475428068,-14.253804215947028,underperfrom
130,2005-09-04 02:06:58,1125779818.0,acn,0.04,25.31,1.037924151696599,1221.59,16.141698595753983,-15.103774444057384,underperfrom
131,2006-06-03 23:44:14,1149358454.0,acn,0.045,27.89,11.337325349301395,1270.09,20.752797558494404,-9.415472209193009,underperfrom
132,2006-08-22 00:50:41,1156188041.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,underperfrom
133,2006-08-22 06:44:05,1156209245.0,acn,0.034,28.57,14.051896207584827,1298.82,23.484279480134244,-9.432383272549417,underperfrom
134,2006-08-27 03:22:58,1156629178.0,acn,0.034,28.36,13.21357285429141,1296.06,23.22187467318242,-10.00830181889101,underperfrom
135,2006-11-02 16:40:55,1162465855.0,acn,0.027,32.96,31.57684630738523,1367.34,29.99876403532957,1.57808227205566,outperform
136,2006-11-11 01:01:42,1163187102.0,acn,0.027,33.87,35.20958083832334,1385.72,31.74622793090008,3.4633529074232605,outperform
137,2006-12-03 00:17:12,1165085232.0,acn,0.027,33.81,34.970059880239525,1400.63,33.163784333672446,1.806275546567079,outperform
138,2007-03-14 19:10:39,1173879639.0,acn,0.018,35.39,41.27744510978044,1387.17,31.884085528755207,9.39335958102523,outperform
139,2007-05-05 07:47:14,1178331434.0,acn,0.015,39.1,56.087824351297414,1495.92,42.223405367889654,13.86441898340776,outperform
140,2007-06-05 04:17:34,1180997254.0,acn,0.015,41.24,64.63073852295409,1530.95,45.55385478365866,19.076883739295432,outperform
141,2007-07-06 07:06:36,1183685796.0,acn,0.015,42.81,70.89820359281438,1530.44,45.50536693889582,25.392836653918565,outperform
142,2008-04-07 01:42:51,1207512771.0,acn,0.004,36.77,46.78642714570859,1372.54,30.493149903499685,16.29327724220891,outperform
143,2008-10-18 23:21:07,1224352267.0,acn,0.003,31.4,25.349301397205583,907.84,-13.687833353932739,39.037134751138325,outperform
144,2008-12-02 16:28:13,1228215493.0,acn,0.003,29.98,19.68063872255489,848.81,-19.300063699717633,38.98070242227252,outperform
145,2008-12-21 20:10:46,1229870446.0,acn,0.001,32.21,28.582834331337324,885.28,-15.83270742814767,44.415541759484995,outperform
146,2011-09-01 16:51:37,1314876097.0,acn,0.11,53.62,114.05189620758482,1204.42,14.509274488738475,99.54262171884635,outperform
147,2011-11-08 00:40:19,1320693019.0,acn,0.1,58.0,131.5369261477046,1275.92,21.30708017607744,110.22984597162716,outperform
148,2012-02-29 00:47:01,1330456621.0,acn,0.15,59.76,138.562874251497,1365.68,29.84094085433682,108.72193339716017,outperform
149,2012-11-04 02:11:28,1351975288.0,acn,0.0,67.91,171.09780439121755,1427.59,35.7269849117236,135.37081947949395,outperform
150,2013-04-23 04:45:22,1366672522.0,acn,0.0,74.94,199.16167664670658,1578.78,50.10125402876946,149.06042261793712,outperform
151,2013-05-10 03:17:29,1368136049.0,acn,0.0,80.09,219.72055888223557,1633.7,55.32272939028914,164.39782949194642,outperform
152,2013-05-12 08:27:29,1368327449.0,act,177.28,119.86,0.0,1626.67,0.0,0.0,underperfrom
153,2004-01-25 05:32:05,1074988925.0,adbe,0.0,38.04,0.0,1143.94,0.0,0.0,underperfrom
154,2004-08-21 23:10:00,1093110000.0,adbe,0.0,46.09,21.16193480546794,1095.17,-4.2633354896235796,25.42527029509152,outperform
155,2004-11-12 17:19:37,1100260177.0,adbe,0.0,58.1,52.733964248159836,1184.17,3.516792838785252,49.217171409374586,outperform
156,2005-02-07 16:20:07,1107773407.0,adbe,0.0,63.67,67.3764458464774,1201.72,5.050964211409687,62.32548163506771,outperform
157,2005-04-05 04:12:22,1112654542.0,adbe,0.0,66.58,75.02628811777076,1181.39,3.2737730999877654,71.752515017783,outperform
158,2005-08-31 10:51:30,1125465690.0,adbe,0.0,27.12,-28.706624605678225,1220.33,6.677797786597188,-35.38442239227541,underperfrom
159,2006-02-21 13:18:21,1140508101.0,adbe,0.0,37.8,-0.630914826498428,1283.03,12.1588544853751,-12.789769311873528,underperfrom
160,2006-04-07 10:36:37,1144386397.0,adbe,0.0,36.1,-5.099894847528911,1295.5,13.24894662307463,-18.348841470603542,underperfrom
161,2008-12-04 14:30:57,1228381257.0,adbe,0.08,22.54,-40.7465825446898,845.22,-26.113257688340298,-14.633324856349503,underperfrom
162,2008-12-05 00:15:55,1228416355.0,adbe,0.08,20.44,-46.267087276550996,876.07,-23.416437925066,-22.850649351484996,underperfrom
163,2008-12-17 11:42:55,1229494375.0,adbe,0.08,22.32,-41.32492113564668,904.42,-20.93816109236499,-20.386760043281694,underperfrom
164,2008-12-20 21:49:14,1229789954.0,adbe,0.079,22.13,-41.824395373291274,904.42,-20.93816109236499,-20.886234280926285,underperfrom
165,2011-04-24 04:02:44,1303597964.0,adbe,28.03,33.48,-11.987381703470037,1337.38,16.90997779603826,-28.897359499508298,underperfrom
166,2011-08-05 04:11:46,1312497706.0,adbe,28.17,26.15,-31.25657202944269,1199.38,4.846408028393102,-36.102980057835794,underperfrom
167,2011-09-25 13:42:54,1316938374.0,adbe,28.17,24.88,-34.59516298633018,1129.56,-1.2570589366575264,-33.33810404967265,underperfrom
168,2011-10-18 13:47:26,1318925846.0,adbe,27.25,26.24,-31.019978969505786,1225.38,7.119254506355233,-38.13923347586102,underperfrom
169,2012-03-24 12:13:07,1332571387.0,adbe,25.26,33.81,-11.119873817034692,1402.89,22.63667674878053,-33.756550565815225,underperfrom
170,2012-07-02 04:31:22,1341183682.0,adbe,24.76,32.37,-14.90536277602524,1365.51,19.369022850848815,-34.27438562687406,underperfrom
171,2004-01-20 06:29:18,1074560358.0,adi,0.0,50.5,0.0,1138.77,0.0,0.0,underperfrom
172,2004-05-12 18:46:27,1084367787.0,adi,0.0,45.04,-10.811881188118813,1097.28,-3.643404726151902,-7.168476461966911,underperfrom
173,2004-06-22 09:09:13,1087875553.0,adi,0.0,45.03,-10.831683168316829,1134.41,-0.38286923610561396,-10.448813932211214,underperfrom
174,2004-08-10 02:07:28,1092083848.0,adi,0.0,35.92,-28.87128712871287,1079.04,-5.245132906557076,-23.62615422215579,underperfrom
175,2004-11-11 09:56:15,1100147175.0,adi,0.0,38.5,-23.762376237623762,1173.48,3.0480255011986648,-26.810401738822428,underperfrom
176,2005-01-24 03:34:28,1106517868.0,adi,0.0,34.47,-31.742574257425744,1163.75,2.1935948435592807,-33.936169100985026,underperfrom
177,2005-03-17 01:05:45,1111001745.0,adi,0.0,35.92,-28.87128712871287,1190.21,4.517154473686526,-33.388441602399396,underperfrom
178,2005-04-08 23:33:20,1112983400.0,adi,0.0,35.67,-29.366336633663366,1181.2,3.725949928431559,-33.09228656209493,underperfrom
179,2005-09-07 23:00:53,1126114253.0,adi,0.0,36.88,-26.970297029702966,1236.36,8.569772649437544,-35.54006967914051,underperfrom
180,2005-10-31 08:19:48,1130726988.0,adi,0.0,34.61,-31.465346534653467,1207.01,5.992430429322867,-37.457776963976336,underperfrom
181,2011-08-05 04:12:35,1312497755.0,adi,25.32,31.63,-37.366336633663366,1199.38,5.322409266138037,-42.688745899801404,underperfrom
182,2012-03-19 11:50:51,1332138051.0,adi,22.65,39.7,-21.38613861386138,1409.75,23.795849908234327,-45.18198852209571,underperfrom
183,2013-04-22 02:24:41,1366577681.0,adi,17.57,42.36,-16.11881188118812,1562.5,37.20944527867787,-53.328257159865984,underperfrom
184,2013-05-11 12:07:46,1368254266.0,adi,17.57,46.79,-7.346534653465349,1632.69,43.37311309570853,-50.71964774917388,underperfrom
185,2003-11-12 17:41:28,1068639088.0,adm,0.733,14.48,0.0,1058.53,0.0,0.0,underperfrom
186,2004-01-31 04:11:22,1075502482.0,adm,0.703,15.66,8.149171270718229,1128.48,6.608220834553584,1.5409504361646453,outperform
187,2004-04-14 16:44:25,1081941265.0,adm,0.789,16.81,16.091160220994464,1128.17,6.578934938074508,9.512225282919957,outperform
188,2004-06-19 13:33:48,1087632228.0,adm,0.848,16.28,12.43093922651934,1133.56,7.088131654275267,5.342807572244074,outperform
189,2004-11-30 07:08:52,1101778732.0,adm,0.613,21.23,46.61602209944751,1173.82,10.891519371203458,35.724502728244055,outperform
190,2005-01-26 00:58:06,1106681286.0,adm,0.613,22.65,56.42265193370164,1174.07,10.915137029654328,45.50751490404731,outperform
191,2005-02-08 21:21:16,1107877876.0,adm,0.613,23.71,63.74309392265194,1202.3,13.582043021926632,50.16105090072531,outperform
192,2005-02-14 20:39:46,1108393786.0,adm,0.528,24.5,69.1988950276243,1206.14,13.944810255732017,55.25408477189229,outperform
193,2006-04-06 18:53:48,1144329828.0,adm,0.52,37.05,155.87016574585633,1309.04,23.665838474110323,132.204327271746,outperform
194,2006-04-07 06:53:49,1144373029.0,adm,0.52,36.92,154.97237569060772,1295.5,22.386706092411178,132.58566959819655,outperform
195,2006-04-12 00:58:21,1144783701.0,adm,0.52,36.55,152.4171270718232,1288.12,21.68951281494147,130.7276142568817,outperform
196,2006-04-22 19:30:52,1145714452.0,adm,0.52,37.86,161.46408839779005,1309.93,23.74991733819543,137.7141710595946,outperform
197,2006-04-23 14:17:44,1145782064.0,adm,0.52,37.86,161.46408839779005,1311.46,23.894457407914757,137.5696309898753,outperform
198,2006-04-24 19:49:42,1145888382.0,adm,0.52,38.45,165.5386740331492,1308.11,23.577980784673077,141.9606932484761,outperform
199,2006-04-28 06:30:41,1146186041.0,adm,0.52,36.19,149.9309392265193,1310.61,23.814157369181785,126.11678185733753,outperform
200,2006-05-16 14:27:00,1147769820.0,adm,0.514,43.1,197.65193370165747,1292.08,22.063616524803262,175.58831717685422,outperform
201,2007-02-20 08:05:08,1171938908.0,adm,0.541,35.88,147.79005524861878,1459.68,37.89689475026689,109.8931604983519,outperform
202,2007-03-07 08:11:55,1173235315.0,adm,0.541,32.96,127.62430939226519,1391.97,31.50028813543311,96.12402125683208,outperform
203,2007-04-09 12:40:37,1176102637.0,adm,0.541,37.02,155.66298342541438,1444.61,36.4732222988484,119.18976112656598,outperform
204,2007-06-18 03:24:32,1182117272.0,adm,0.597,34.57,138.74309392265195,1531.05,44.6392638848214,94.10383003783055,outperform
